,Unnamed: 0,created_at,updated_at,clickability_test_id,excerpt,headline,lede,slug,eyecatcher_id,impressions,clicks,significance,first_place,winner,share_text,square,test_week
51,299,2014-11-21 00:36:54.967,2016-04-02 16:31:40.885,546e884b0f6b59d292000001,Things that matter. Pass 'em on.,This Stunning NASA Video Gave Me A Whole New Way To Think About What Happens In That Sky Up There,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",this-stunning-nasa-video-gave-me-a-whole-new-way-to-think-about-what-happens-in-that-sky-up-there-rb2-4d,546dedbf9ad54e2af0000032,3078,34,4.1,False,False,,,201446
52,300,2014-11-21 00:06:27.137,2016-04-02 16:31:40.848,546e80f084ad380752000096,"“North Korea is indescribable,” she said. ",Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-5b,546df39a84ad380b59000037,3042,106,59.4,False,False,I thought I knew what life was like in North Korea. Turns out I had no idea. ,,201446
53,301,2014-11-21 00:07:35.484,2016-04-02 16:31:40.85,546e80f084ad380752000096,“...the only country in the world that executes people for making unauthorized international phone calls.”,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-5c,546df39a84ad380b59000037,3092,111,74.8,False,False,I thought I knew what life was like in North Korea. Turns out I had no idea. ,,201446
54,302,2014-11-21 00:08:07.551,2016-04-02 16:31:40.853,546e80f084ad380752000096,“No humans deserve to be oppressed just because of their birth place.” ,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-5d,546df39a84ad380b59000037,2985,94,21.6,False,False,I thought I knew what life was like in North Korea. Turns out I had no idea. ,,201446
55,307,2014-11-21 00:33:15.96,2016-04-02 16:31:40.875,546e884b0f6b59d292000001,Things that matter. Pass 'em on.,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",nothing-prepared-me-for-this-mind-bending-nasa-video-about-what-went-on-across-the-earth-during-2006-rb2-4a,546dedbf9ad54e2af0000032,3016,49,73.8,False,False,,,201446
56,308,2014-11-21 00:34:08.338,2016-04-02 16:31:40.877,546e884b0f6b59d292000001,Things that matter. Pass 'em on.,Nothing Prepared Me For This Mind-Bending NASA Video About What Happened In The Atmosphere In 2006,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",nothing-prepared-me-for-this-mind-bending-nasa-video-about-what-happened-in-the-atmosphere-in-2006-rb2-4b,546dedbf9ad54e2af0000032,3059,53,100.0,True,False,,,201446
57,310,2014-11-21 00:36:31.449,2016-04-02 16:31:40.882,546e884b0f6b59d292000001,Things that matter. Pass 'em on.,You Think You Know What Happens In The Atmosphere. This Mind-Bending NASA Video Says ‘Maybe Not.’,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",you-think-you-know-what-happens-in-the-atmosphere-this-mind-bending-nasa-video-says-maybe-not-rb2-4c,546dedbf9ad54e2af0000032,3036,23,0.0,False,False,,,201446
58,311,2014-11-21 00:37:13.072,2016-04-02 16:31:40.887,546e884b0f6b59d292000001,Things that matter. Pass 'em on.,Mind Bent. This NASA Video About What Happened In The Atmosphere In 2006 Is What Did It.,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",mind-bent-this-nasa-video-about-what-happened-in-the-atmosphere-in-2006-is-what-did-it-rb2-4e,546dedbf9ad54e2af0000032,3050,35,5.8,False,False,,,201446
59,335,2014-11-21 02:07:59.735,2016-04-02 16:31:49.724,546e9e7f87942a5546000003,Things that matter. Pass 'em on.,She Took Personal Photos She Found In An Awful Tragedy And Put Them All Over Facebook. Well Done.,<p>We share things on Facebook for all sorts of reasons. This woman's was incredibly selfless and kind. </p>,she-took-personal-photos-she-found-in-an-awful-tragedy-and-put-them-all-over-facebook-well-done-law1-3a,546e996087942a0fc2000007,3078,101,100.0,True,False,,,201446
60,336,2014-11-21 02:08:43.099,2016-04-02 16:31:40.895,546e9e7f87942a5546000003,Things that matter. Pass 'em on.,She Found Other People's Personal Photos In An Awful Tragedy. Then She Put Them All Over Facebook.,<p>We share things on Facebook for all sorts of reasons. This woman's was incredibly selfless and kind. </p>,she-found-other-peoples-personal-photos-in-an-awful-tragedy-then-she-put-them-all-over-facebook-law1-3b,546e996087942a0fc2000007,3039,69,4.3,False,False,,,201446
61,337,2014-11-21 02:09:30.177,2016-04-02 16:31:46.523,546e9e7f87942a5546000003,Things that matter. Pass 'em on.,A Touching Story About Taking Other People's Personal Photos And Posting Them On Facebook,<p>We share things on Facebook for all sorts of reasons. This woman's was incredibly selfless and kind. </p>,a-touching-story-about-taking-other-peoples-personal-photos-and-posting-them-on-facebook-law1-3c,546e996087942a0fc2000007,3066,45,0.0,False,False,,,201446
62,399,2014-11-21 05:25:21.848,2016-04-02 16:31:40.925,546eccc187942aedcb000013,Things that matter. Pass 'em on.,"Colbert Asked Eva Longoria If She Produced A Tomato, But What She Really Produced Is So Much Better","<p>This interview is so enlightening. I really think Eva Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too.</p>",colbert-asked-eva-longoria-if-she-produced-a-tomato-but-what-she-really-produced-is-so-much-better-jl2-2a,546e302d26714cd2dd00005b,3035,34,0.7,False,False,,,201446
63,400,2014-11-21 05:25:53.553,2016-04-02 16:31:49.217,546eccc187942aedcb000013,Things that matter. Pass 'em on.,Eva Longoria Got A Full Audience Of People To Laugh And Applaud A Tomato,"<p>Lately, actress Eva Longoria has really been bringing attention to important issues that we never think about. </p><p>I really think Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too. Regardless of my dreams of the future President Longoria, this interview she gave to Stephen Colbert about the tomatoes we buy is so enlightening.</p>",eva-longoria-got-a-full-audience-of-people-to-laugh-and-applaud-a-tomato-jl2-2b,546e302d26714cd2dd00005b,2981,26,0.0,False,False,,,201446
64,401,2014-11-21 05:26:19.444,2016-04-02 16:31:49.298,546eccc187942aedcb000013,Things that matter. Pass 'em on.,"Eva Longoria Got A Full Audience Of People To Laugh, Applaud And Boo Over Tomatoes","<p>Lately, actress Eva Longoria has really been bringing attention to important issues that we never think about. </p><p>I really think Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too. Regardless of my dreams of the future President Longoria, this interview she gave to Stephen Colbert about the tomatoes we buy is so enlightening.</p>",eva-longoria-got-a-full-audience-of-people-to-laugh-applaud-and-boo-over-tomatoes-jl2-2c,546e302d26714cd2dd00005b,3024,21,0.0,False,False,,,201446
65,402,2014-11-21 05:27:02.433,2016-04-02 16:31:54.295,546eccc187942aedcb000013,Things that matter. Pass 'em on.,"If You're Planning On Eating A BLT That's Heavy On The T, You Might Want To Watch This First","<p>Lately, actress Eva Longoria has really been bringing attention to important issues that we never think about. </p><p>I really think Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too. Regardless of my dreams of the future President Longoria, this interview she gave to Stephen Colbert about the tomatoes we buy is so enlightening.</p>",if-youre-planning-on-eating-a-blt-thats-heavy-on-the-t-you-might-want-to-watch-this-first-jl2-2d,546e302d26714cd2dd00005b,3095,62,100.0,True,False,,,201446
66,403,2014-11-21 05:27:35.315,2016-04-02 16:31:49.254,546eccc187942aedcb000013,Things that matter. Pass 'em on.,A Famous Actress Visits A Talk Show To Plug A Movie She's Not Even In,"<p>Lately, actress Eva Longoria has really been bringing attention to important issues that we never think about. </p><p>I really think Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too. Regardless of my dreams of the future President Longoria, this interview she gave to Stephen Colbert about the tomatoes we buy is so enlightening.</p>",a-famous-actress-visits-a-talk-show-to-plug-a-movie-shes-not-even-in-jl2-2e,546e302d26714cd2dd00005b,3038,36,1.0,False,False,,,201446
67,427,2014-11-21 07:13:10.846,2016-04-02 16:31:48.885,546ee60687942a5546000028,Things that matter. Pass 'em on.,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",a-bunch-of-schools-in-oregon-tried-an-experiment-and-the-results-just-wow-mk2-8a,546ab4da0073687d49000006,3038,43,0.0,False,False,,,201446
68,428,2014-11-21 07:20:16.156,2016-04-02 16:25:54.557,546ee60687942a5546000028,Things that matter. Pass 'em on.,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",a-bunch-of-schools-in-oregon-tried-an-experiment-and-the-results-just-wow-mk2-8b,546ee79287942a99a6000028,3013,82,100.0,True,False,,,201446
69,429,2014-11-21 07:20:27.352,2016-04-02 16:31:52.942,546ee60687942a5546000028,Things that matter. Pass 'em on.,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",a-bunch-of-schools-in-oregon-tried-an-experiment-and-the-results-just-wow-mk2-8c,546ee79392f391552c000035,2999,58,4.7,False,False,,,201446
70,430,2014-11-21 07:20:46.137,2016-04-02 16:31:40.937,546ee60687942a5546000028,Things that matter. Pass 'em on.,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",a-bunch-of-schools-in-oregon-tried-an-experiment-and-the-results-just-wow-mk2-8d,546ee79387942a3efd00001b,3093,38,0.0,False,False,,,201446
71,467,2014-11-21 14:12:57.899,2016-04-02 16:25:54.608,546f486992f391bd48000025,Things that matter. Pass 'em on.,"She Let Strangers Ask Her Questions About Lesbians, Then Her Raised-Eyebrow Game Shamed Us All",<p>I'll be honest. I've wondered about 7.</p>,she-let-strangers-ask-her-questions-about-lesbians-then-her-raised-eyebrow-game-shamed-us-all-pg2-11a,546d1b4bfd3617f091000041,3029,84,12.2,False,False,,,201446
72,468,2014-11-21 14:13:40.411,2016-04-02 16:25:54.61,546f486992f391bd48000025,Things that matter. Pass 'em on.,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,<p>I'll be honest. I've wondered about 7.</p>,people-ask-this-lesbian-questions-and-her-raised-eyebrow-game-shames-us-all-pg2-11b,546d1b4bfd3617f091000041,2985,103,100.0,True,False,I'll be honest. I've wondered about 7.,,201446
73,469,2014-11-21 14:16:09.699,2016-04-02 16:31:48.54,546f486992f391bd48000025,Things that matter. Pass 'em on.,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,<p>I'll be honest. I've wondered about 7.</p>,people-ask-this-lesbian-questions-and-her-raised-eyebrow-game-shames-us-all-pg2-11c,546d1b4bfd3617f091000041,3093,81,5.2,False,False,"If you don't chuckle at LEAST twice, I don't know what to do with you.",,201446
74,470,2014-11-21 14:17:14.78,2016-04-02 16:25:54.613,546f486992f391bd48000025,Things that matter. Pass 'em on.,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,<p>I'll be honest. I've wondered about 7.</p>,people-ask-this-lesbian-questions-and-her-raised-eyebrow-game-shames-us-all-pg2-11d,546d1b4bfd3617f091000041,3076,109,95.1,False,True,I love how it's simultaneously hilarious and really informative.,,201446
75,471,2014-11-21 14:36:51.541,2016-04-02 16:31:45.099,546f4e0387942a3efd000029,Things that matter. Pass 'em on.,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-6a,546df39a84ad380b59000037,3146,135,0.0,True,True,I thought I knew what life was like in North Korea. Turns out I had no idea. ,,201446
76,472,2014-11-21 14:36:51.576,2016-04-02 16:31:45.059,546f4e0387942a3efd000029,“...the only country in the world that executes people for making unauthorized international phone calls.”,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-6b,546df39a84ad380b59000037,3008,114,0.0,False,False,I thought I knew what life was like in North Korea. Turns out I had no idea. ,,201446
77,474,2014-11-21 14:47:27.72,2016-04-02 16:31:45.376,546f4e0387942a3efd000029,Things that matter. Pass 'em on.,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",this-dictator-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-6c,546df39a84ad380b59000037,3035,98,0.0,False,False,I thought I knew what life was like in North Korea. Turns out I had no idea. ,,201446
78,476,2014-11-21 14:47:43.761,2016-04-02 16:31:45.257,546f4e0387942a3efd000029,Things that matter. Pass 'em on.,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",this-dictator-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-6d,546df39a84ad380b59000037,3018,86,0.0,False,False,I thought I knew what life was like in that country. Turns out I had no idea. ,,201446
79,501,2014-11-21 15:35:09.664,2016-04-02 16:31:41.008,546f5bad87942a5546000042,Things that matter. Pass 'em on.,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,"<p>There are plenty of these social experiments floating around lately, but this one made me really stop and think. It's pretty hard to ignore the extremely different reactions you'll see between the two scenarios. </p><p><strong>Trigger Warning: Scenes of violence between a man and woman. </strong></p>",people-freak-out-when-he-hits-her-in-public-watch-what-happens-when-she-hits-him-ak2-3a,546eeea687942a554600002d,3108,170,100.0,True,False,,,201446
80,502,2014-11-21 15:35:26.14,2016-04-02 16:31:41.013,546f5bad87942a5546000042,Things that matter. Pass 'em on.,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,"<p>There are plenty of these social experiments floating around lately, but this one made me really stop and think. It's pretty hard to ignore the extremely different reactions you'll see between the two scenarios. </p><p><strong>Trigger Warning: Scenes of violence between a man and woman. </strong></p>",people-freak-out-when-he-hits-her-in-public-watch-what-happens-when-she-hits-him-ak2-3b,546ef56887942aedcb000017,3113,136,4.9,False,False,,,201446
81,504,2014-11-21 15:35:36.185,2016-04-02 16:31:41.015,546f5bad87942a5546000042,Things that matter. Pass 'em on.,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,"<p>There are plenty of these social experiments floating around lately, but this one made me really stop and think. It's pretty hard to ignore the extremely different reactions you'll see between the two scenarios. </p><p><strong>Trigger Warning: Scenes of violence between a man and woman. </strong></p>",people-freak-out-when-he-hits-her-in-public-watch-what-happens-when-she-hits-him-ak2-3c,546f3f0a92f391daa3000022,2978,95,0.0,False,False,,,201446
82,505,2014-11-21 16:48:42.691,2016-04-02 16:31:40.993,546f6cea87942a99a600003f,Things that matter. Pass 'em on.,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,"<p>Normally, the faces Will Ferrell makes crack me up. Not so much in this video. </p>",a-lot-of-celebs-stare-awkwardly-at-the-camera-without-saying-a-word-heres-why-theyre-so-quiet-law1-3a,546f591187942a1fe2000033,3081,67,100.0,True,False,,,201446
83,506,2014-11-21 15:35:48.188,2016-04-02 16:25:54.635,546f5bd487942a99a6000039,Things that matter. Pass 'em on.,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-bright-eyed-young-people-shared-their-secret-my-stomach-dropped-rn2-3a,546ebd5b92f391daa3000014,3069,37,19.7,False,False,"First they share their passion, then they share a defining moment in their life.",,201446
84,507,2014-11-21 15:35:53.084,2016-04-02 16:31:41.011,546f5bad87942a5546000042,Things that matter. Pass 'em on.,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,"<p>There are plenty of these social experiments floating around lately, but this one made me really stop and think. It's pretty hard to ignore the extremely different reactions you'll see between the two scenarios. </p><p><strong>Trigger Warning: Scenes of violence between a man and woman. </strong></p>",people-freak-out-when-he-hits-her-in-public-watch-what-happens-when-she-hits-him-ak2-3d,546f3f0b87942a0fc200002b,2985,145,33.4,False,False,,,201446
85,508,2014-11-21 15:36:36.598,2016-04-02 16:25:54.657,546f5bd487942a99a6000039,Things that matter. Pass 'em on.,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-bright-eyed-young-people-shared-their-secret-my-stomach-dropped-rn2-3b,546ebd5b92f391daa3000014,3019,47,100.0,True,False,They didn't think it could happen to them.,,201446
86,509,2014-11-21 15:37:03.592,2016-04-02 16:25:54.665,546f5bd487942a99a6000039,Things that matter. Pass 'em on.,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-bright-eyed-young-people-shared-their-secret-my-stomach-dropped-rn2-3c,546ebd5b92f391daa3000014,3064,23,0.5,False,False,But first they share their passion.,,201446
87,510,2014-11-21 15:37:22.737,2016-04-02 16:25:54.662,546f5bd487942a99a6000039,Things that matter. Pass 'em on.,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-bright-eyed-young-people-shared-their-secret-my-stomach-dropped-rn2-3d,546ebd5b92f391daa3000014,3092,36,22.5,False,False,"Wow, I can't imagine going through something like that.",,201446
88,511,2014-11-21 15:37:49.164,2016-04-02 16:25:54.659,546f5bd487942a99a6000039,Things that matter. Pass 'em on.,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-bright-eyed-young-people-shared-their-secret-my-stomach-dropped-rn2-3e,546ebd5b92f391daa3000014,2967,27,3.2,False,False,I have so much respect for them.,,201446
89,532,2014-11-21 16:48:56.89,2016-04-02 16:25:54.652,546f6cea87942a99a600003f,Things that matter. Pass 'em on.,A Bunch Of Celebs Have Actually Shut Up About Ebola,"<p>Normally, the faces Will Ferrell makes crack me up. Not so much in this video. </p>",a-bunch-of-celebs-have-actually-shut-up-about-ebola-law1-3b,546f591187942a1fe2000033,3077,68,92.9,False,False,,,201446
90,552,2014-11-21 18:51:44.977,2016-04-02 16:31:41.104,546f889587942aedcb000048,Things that matter. Pass 'em on.,I Thought They Were Just Sharing Their Passion. Then My Stomach Dropped.,"<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",i-thought-they-were-just-sharing-their-passion-then-my-stomach-dropped-rn2-4c-2,546ebd5b92f391daa3000014,3024,43,100.0,True,True,They didn't think it could happen to them.,,201446
91,562,2014-11-21 18:46:45.768,2016-04-02 16:31:41.097,546f889587942aedcb000048,Things that matter. Pass 'em on.,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-bright-eyed-young-people-shared-their-secret-my-stomach-dropped-rn2-4a,546ebd5b92f391daa3000014,3018,33,26.0,False,False,They didn't think it could happen to them.,,201446
92,563,2014-11-21 18:51:17.29,2016-04-02 16:31:41.1,546f889587942aedcb000048,Things that matter. Pass 'em on.,"When These Seemingly Okay Individuals Shared Their Secret, My Stomach Dropped","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",when-these-seemingly-okay-individuals-shared-their-secret-my-stomach-dropped-rn2-4b,546ebd5b92f391daa3000014,3061,35,28.3,False,False,They didn't think it could happen to them.,,201446
93,566,2014-11-21 18:52:17.137,2016-04-02 16:31:41.109,546f889587942aedcb000048,Things that matter. Pass 'em on.,"Their Secret Made My Stomach Drop, But It Also Binds Them Together","<p>Each of them likes something different, but together they’re unified by a common struggle. Find out what it is and how you can help. </p>",their-secret-made-my-stomach-drop-but-it-also-binds-them-together-rn2-4d,546ebd5b92f391daa3000014,3059,25,2.5,False,False,They didn't think it could happen to them.,,201446
94,569,2014-11-21 18:53:53.029,2016-04-02 16:31:41.117,546f8a4192f3914d3100005e,Things that matter. Pass 'em on.,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,"<p>Normally, the faces Will Ferrell makes crack me up. Not so much in this video. </p>",a-lot-of-celebs-stare-awkwardly-at-the-camera-without-saying-a-word-heres-why-theyre-so-quiet-law1-4a,546f591187942a1fe2000033,3110,74,100.0,True,False,,,201446
95,571,2014-11-21 18:55:06.293,2016-04-02 16:25:54.682,546f8a4192f3914d3100005e,Things that matter. Pass 'em on.,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,"<p>Normally, the faces Will Ferrell makes crack me up. Not so much in this video. </p>",a-lot-of-celebs-stare-awkwardly-at-the-camera-without-saying-a-word-heres-why-theyre-so-quiet-law1-4b,546f8a4f92f391552c000066,3010,63,46.6,False,False,,,201446
96,574,2014-11-21 18:58:43.014,2016-04-02 16:25:54.685,546f8a4192f3914d3100005e,Things that matter. Pass 'em on.,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,"<p>Normally, the faces Will Ferrell makes crack me up. Not so much in this video. </p>",a-lot-of-celebs-stare-awkwardly-at-the-camera-without-saying-a-word-heres-why-theyre-so-quiet-law1-4c,546f8ac392f391552c000067,3067,58,19.3,False,False,,,201446
97,576,2014-11-21 18:59:43.285,2016-04-02 16:25:54.689,546f8a4192f3914d3100005e,Things that matter. Pass 'em on.,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,"<p>Normally, the faces Will Ferrell makes crack me up. Not so much in this video. </p>",a-lot-of-celebs-stare-awkwardly-at-the-camera-without-saying-a-word-heres-why-theyre-so-quiet-law1-4d,546f8b7192f391ed31000067,3052,65,54.0,False,False,,,201446
98,578,2014-11-21 19:02:17.718,2016-04-02 16:31:41.133,546f88620f6b596759000059,Things that matter. Pass 'em on.,This Is Probably Why LGBT Kids Need To Be Reminded It Gets Better,"<p>With so many states now allowing gay marriage, it's easy to feel like LGBT folks are well on their way to being treated equally. But the reality is, for most LGBT kids, life can be pretty terrible, especially at the place they're required to attend.</p><p>I guess it shouldn't be a surprise that middle and high schoolers can be pretty intolerant, but even so, some of these statistics are pretty shocking.</p>",this-is-probably-why-lgbt-kids-need-to-be-reminded-it-gets-better-dm2-1a,546f85fe0f6b590c66000058,3017,10,0.2,False,False,,,201446
99,579,2014-11-21 19:02:31.384,2016-04-02 16:31:41.135,546f88620f6b596759000059,Things that matter. Pass 'em on.,LGBT Folks Have Made A Lot Of Progress. Except Not So Much In This One Place.,"<p>With so many states now allowing gay marriage, it's easy to feel like LGBT folks are well on their way to being treated equally. But the reality is, for most LGBT kids, life can be pretty terrible, especially at the place they're required to attend.</p><p>I guess it shouldn't be a surprise that middle and high schoolers can be pretty intolerant, but even so, some of these statistics are pretty shocking.</p>",lgbt-folks-have-made-a-lot-of-progress-except-not-so-much-in-this-one-place-dm2-1b,546f85fe0f6b590c66000058,3083,14,1.3,False,False,,,201446
